application_name,platform,key_combination,title,description,category,confidence_score,extraction_method,run_version,timestamp
Vim,OSA,:vs[plit] file,Open a file in a new buffer and vertically split window,Open a file in a new buffer and vertically split window,General,95.0,simple_ai_claude,001,20260111_122012
Vim,OSA,:vert[ical] ba[ll],Edit all buffers as vertical windows,Edit all buffers as vertical windows,General,95.0,simple_ai_claude,001,20260111_122012
Vim,OSA,:tab ba[ll],Edit all buffers as tabs,Edit all buffers as tabs,General,95.0,simple_ai_claude,001,20260111_122012
Vim,OSA,Ctrl + ws,Split window,Split window,General,95.0,simple_ai_claude,001,20260111_122012
Vim,OSA,Ctrl + wv,Split window vertically,Split window vertically,General,95.0,simple_ai_claude,001,20260111_122012
Vim,OSA,Ctrl + ww,Switch windows,Switch windows,General,95.0,simple_ai_claude,001,20260111_122012
Vim,OSA,Ctrl + wq,Quit a window,Quit a window,General,95.0,simple_ai_claude,001,20260111_122012
Vim,OSA,Ctrl + wx,Exchange current window with next one,Exchange current window with next one,General,95.0,simple_ai_claude,001,20260111_122012
Vim,OSA,Ctrl + w=,Make all windows equal height & width,Make all windows equal height & width,General,95.0,simple_ai_claude,001,20260111_122012
Vim,OSA,Ctrl + wh,Move cursor to the left window (vertical split),Move cursor to the left window (vertical split),General,95.0,simple_ai_claude,001,20260111_122012
Vim,OSA,Ctrl + wl,Move cursor to the right window (vertical split),Move cursor to the right window (vertical split),General,95.0,simple_ai_claude,001,20260111_122012
Vim,OSA,Ctrl + wj,Move cursor to the window below (horizontal split),Move cursor to the window below (horizontal split),General,95.0,simple_ai_claude,001,20260111_122012
Vim,OSA,Ctrl + wk,Move cursor to the window above (horizontal split),Move cursor to the window above (horizontal split),General,95.0,simple_ai_claude,001,20260111_122012
Vim,OSA,Ctrl + wH,Make current window full height at far left (leftmost vertical window),Make current window full height at far left (leftmost vertical window),General,95.0,simple_ai_claude,001,20260111_122012
Vim,OSA,Ctrl + wL,Make current window full height at far right (rightmost vertical window),Make current window full height at far right (rightmost vertical window),General,95.0,simple_ai_claude,001,20260111_122012
Vim,OSA,Ctrl + wJ,Make current window full width at the very bottom (bottommost horizontal window),Make current window full width at the very bottom (bottommost horizontal window),General,95.0,simple_ai_claude,001,20260111_122012
Vim,OSA,Ctrl + wK,Make current window full width at the very top (topmost horizontal window),Make current window full width at the very top (topmost horizontal window),General,95.0,simple_ai_claude,001,20260111_122012
Vim,OSA,zf,Manually define a fold up to motion,Manually define a fold up to motion,General,95.0,simple_ai_claude,001,20260111_122012
Vim,OSA,zd,Delete fold under the cursor,Delete fold under the cursor,General,85.0,simple_ai_claude,001,20260111_122012
